committee_name	sect_ind	donations
Judiciary (H)	Finance, Insurance & Real Estate - Savings & Loans	18550
Judiciary (H)	Finance, Insurance & Real Estate - Securities & Investment	1509761
Judiciary (H)	Health - Health Professionals	1161057
Judiciary (H)	Health - Health Services/HMOs	258643
Judiciary (H)	Health - Hospitals/Nursing Homes	282232
Judiciary (H)	Health - Pharmaceuticals/Health Products	872737
Judiciary (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	34864
Judiciary (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	74308
Judiciary (H)	Ideological/Single-Issue - Candidate Committees	381612
Judiciary (H)	Ideological/Single-Issue - Democratic/Liberal	399681
Judiciary (H)	Ideological/Single-Issue - Environment	118100
Judiciary (H)	Ideological/Single-Issue - Foreign & Defense Policy	64465
Judiciary (H)	Ideological/Single-Issue - Gun Control	0
Judiciary (H)	Ideological/Single-Issue - Gun Rights	215532
Judiciary (H)	Ideological/Single-Issue - Human Rights	203285
Judiciary (H)	Ideological/Single-Issue - Leadership PACs	1310752
Judiciary (H)	Ideological/Single-Issue - Pro-Israel	459119
Judiciary (H)	Ideological/Single-Issue - Republican/Conservative	1151676
Judiciary (H)	Ideological/Single-Issue - Women's Issues	14854
Judiciary (H)	Labor - Building Trade Unions	492000
Judiciary (H)	Labor - Industrial Unions	418525
Judiciary (H)	Labor - Misc Unions	335350
Judiciary (H)	Labor - Public Sector Unions	476550
Judiciary (H)	Labor - Transportation Unions	462250
Judiciary (H)	Lawyers & Lobbyists - Lawyers/Law Firms	2556620
Judiciary (H)	Lawyers & Lobbyists - Lobbyists	807758
Judiciary (H)	Misc Business - Beer, Wine & Liquor	528790
Judiciary (H)	Misc Business - Business Associations	133000
Judiciary (H)	Misc Business - Business Services	572981
Judiciary (H)	Misc Business - Casinos/Gambling	254950
Judiciary (H)	Misc Business - Chemical & Related Manufacturing	222635
Judiciary (H)	Misc Business - Food & Beverage	324978
Judiciary (H)	Misc Business - Lodging/Tourism	296984
Judiciary (H)	Misc Business - Misc Manufacturing & Distributing	752455
Judiciary (H)	Misc Business - Misc Services	80445
Judiciary (H)	Misc Business - Recreation/Live Entertainment	301964
Judiciary (H)	Misc Business - Retail Sales	751612
Judiciary (H)	Misc Business - Steel Production	31840
Judiciary (H)	Misc Business - Textiles	42475
Judiciary (H)	Other - Civil Servants/Public Officials	170714
Judiciary (H)	Other - Clergy & Religious Organizations	22395
Judiciary (H)	Other - Education	319717
Judiciary (H)	Other - Non-Profit Institutions	172790
Judiciary (H)	Other - Retired	3059532
Judiciary (H)	Transportation - Air Transport	441769
Judiciary (H)	Transportation - Automotive	727475
Judiciary (H)	Transportation - Railroads	406549
Judiciary (H)	Transportation - Sea Transport	91880
Judiciary (H)	Transportation - Trucking	106640
Judiciary (S)	Agribusiness - Agricultural Services/Products	554048
Judiciary (S)	Agribusiness - Crop Production & Basic Processing	1030780
Judiciary (S)	Agribusiness - Dairy	173106
Judiciary (S)	Agribusiness - Food Processing & Sales	394699
Judiciary (S)	Agribusiness - Forestry & Forest Products	136316
Judiciary (S)	Agribusiness - Livestock	446436
Judiciary (S)	Agribusiness - Poultry & Eggs	51400
Judiciary (S)	Agribusiness - Tobacco	56613
Judiciary (S)	Communications/Electronics - Electronics Mfg & Equip	1583507
Judiciary (S)	Communications/Electronics - Internet	625712
Judiciary (S)	Communications/Electronics - Printing & Publishing	558758
Judiciary (S)	Communications/Electronics - TV/Movies/Music	1467680
Judiciary (S)	Communications/Electronics - Telecom Services	746254
Judiciary (S)	Communications/Electronics - Telephone Utilities	257519
Judiciary (S)	Construction - Building Materials & Equipment	351238
Judiciary (S)	Construction - Construction Services	842174
Judiciary (S)	Construction - General Contractors	1173561
Judiciary (S)	Construction - Home Builders	212432
Judiciary (S)	Construction - Special Trade Contractors	603175
Judiciary (S)	Defense - Defense Aerospace	585169
Judiciary (S)	Defense - Defense Electronics	227677
Judiciary (S)	Defense - Misc Defense	194977
Judiciary (S)	Energy & Natural Resources - Electric Utilities	643628
Judiciary (S)	Energy & Natural Resources - Mining	299240
Judiciary (S)	Energy & Natural Resources - Oil & Gas	1797471
Judiciary (S)	Energy & Natural Resources - Waste Management	36711
Judiciary (S)	Finance, Insurance & Real Estate - Accountants	898876
Judiciary (S)	Finance, Insurance & Real Estate - Commercial Banks	1038086
Judiciary (S)	Finance, Insurance & Real Estate - Credit Unions	69636
Judiciary (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	390172
Judiciary (S)	Finance, Insurance & Real Estate - Insurance	1931877
Judiciary (S)	Finance, Insurance & Real Estate - Misc Finance	1872645
Judiciary (S)	Finance, Insurance & Real Estate - Real Estate	5086262
Judiciary (S)	Finance, Insurance & Real Estate - Savings & Loans	28666
Judiciary (S)	Finance, Insurance & Real Estate - Securities & Investment	5675661
Judiciary (S)	Health - Health Professionals	3153536
Judiciary (S)	Health - Health Services/HMOs	783669
Judiciary (S)	Health - Hospitals/Nursing Homes	1210733
Judiciary (S)	Health - Pharmaceuticals/Health Products	1501216
Judiciary (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	52129
Judiciary (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	94446
Judiciary (S)	Ideological/Single-Issue - Candidate Committees	39000
Judiciary (S)	Ideological/Single-Issue - Democratic/Liberal	212514
Judiciary (S)	Ideological/Single-Issue - Environment	295691
Judiciary (S)	Ideological/Single-Issue - Foreign & Defense Policy	187900
Judiciary (S)	Ideological/Single-Issue - Gun Control	21244
Judiciary (S)	Ideological/Single-Issue - Gun Rights	421584
Judiciary (S)	Ideological/Single-Issue - Human Rights	152214
Judiciary (S)	Ideological/Single-Issue - Leadership PACs	1451679
Judiciary (S)	Ideological/Single-Issue - Pro-Israel	1360250
Judiciary (S)	Ideological/Single-Issue - Republican/Conservative	4326714
Judiciary (S)	Ideological/Single-Issue - Women's Issues	76317
Judiciary (S)	Labor - Building Trade Unions	135391
Judiciary (S)	Labor - Industrial Unions	133619
Judiciary (S)	Labor - Misc Unions	80964
Judiciary (S)	Labor - Public Sector Unions	275085
Judiciary (S)	Labor - Transportation Unions	158237
Judiciary (S)	Lawyers & Lobbyists - Lawyers/Law Firms	6707005
Judiciary (S)	Lawyers & Lobbyists - Lobbyists	1497647
Judiciary (S)	Misc Business - Beer, Wine & Liquor	528993
Judiciary (S)	Misc Business - Business Associations	64449
Judiciary (S)	Misc Business - Business Services	1625714
Judiciary (S)	Misc Business - Casinos/Gambling	264885
Judiciary (S)	Misc Business - Chemical & Related Manufacturing	391649
Judiciary (S)	Misc Business - Food & Beverage	539424
Judiciary (S)	Misc Business - Lodging/Tourism	555767
Judiciary (S)	Misc Business - Misc Manufacturing & Distributing	1264203
Judiciary (S)	Misc Business - Misc Services	386556
Judiciary (S)	Misc Business - Recreation/Live Entertainment	434343
Judiciary (S)	Misc Business - Retail Sales	849883
Judiciary (S)	Misc Business - Steel Production	155991
Judiciary (S)	Misc Business - Textiles	109937
Judiciary (S)	Other - Civil Servants/Public Officials	911566
Judiciary (S)	Other - Clergy & Religious Organizations	266566
Judiciary (S)	Other - Education	1339562
Judiciary (S)	Other - Non-Profit Institutions	520560
Judiciary (S)	Other - Retired	17132398
Judiciary (S)	Transportation - Air Transport	632525
Judiciary (S)	Transportation - Automotive	619867
Judiciary (S)	Transportation - Railroads	221039
Judiciary (S)	Transportation - Sea Transport	99658
Judiciary (S)	Transportation - Trucking	339353
Natural Resources (H)	Agribusiness - Agricultural Services/Products	443999
Natural Resources (H)	Agribusiness - Crop Production & Basic Processing	1213237
Natural Resources (H)	Agribusiness - Dairy	212342
Natural Resources (H)	Agribusiness - Food Processing & Sales	282841
Natural Resources (H)	Agribusiness - Forestry & Forest Products	472299
Natural Resources (H)	Agribusiness - Livestock	280052
Natural Resources (H)	Agribusiness - Poultry & Eggs	97435
Natural Resources (H)	Agribusiness - Tobacco	59946
Natural Resources (H)	Communications/Electronics - Electronics Mfg & Equip	306806
Natural Resources (H)	Communications/Electronics - Internet	89436
Natural Resources (H)	Communications/Electronics - Printing & Publishing	77627
Natural Resources (H)	Communications/Electronics - TV/Movies/Music	186075
Natural Resources (H)	Communications/Electronics - Telecom Services	364005
Natural Resources (H)	Communications/Electronics - Telephone Utilities	326395
Natural Resources (H)	Construction - Building Materials & Equipment	372310
Natural Resources (H)	Construction - Construction Services	459762
Natural Resources (H)	Construction - General Contractors	556868
Natural Resources (H)	Construction - Home Builders	252240
Natural Resources (H)	Construction - Special Trade Contractors	198549
Natural Resources (H)	Defense - Defense Aerospace	651391
Natural Resources (H)	Defense - Defense Electronics	427825
Natural Resources (H)	Defense - Misc Defense	296200
Natural Resources (H)	Energy & Natural Resources - Electric Utilities	686416
Natural Resources (H)	Energy & Natural Resources - Mining	280076
Natural Resources (H)	Energy & Natural Resources - Oil & Gas	1689415
Natural Resources (H)	Energy & Natural Resources - Waste Management	34554
Natural Resources (H)	Finance, Insurance & Real Estate - Accountants	288498
Natural Resources (H)	Finance, Insurance & Real Estate - Commercial Banks	430644
Natural Resources (H)	Finance, Insurance & Real Estate - Credit Unions	140250
Natural Resources (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	91913
Natural Resources (H)	Finance, Insurance & Real Estate - Insurance	896862
Natural Resources (H)	Finance, Insurance & Real Estate - Misc Finance	361134
Natural Resources (H)	Finance, Insurance & Real Estate - Real Estate	1578447
Natural Resources (H)	Finance, Insurance & Real Estate - Savings & Loans	7750
Natural Resources (H)	Finance, Insurance & Real Estate - Securities & Investment	643186
Natural Resources (H)	Health - Health Professionals	1772825
Natural Resources (H)	Health - Health Services/HMOs	288994
Natural Resources (H)	Health - Hospitals/Nursing Homes	484491
Natural Resources (H)	Health - Pharmaceuticals/Health Products	433416
Natural Resources (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	34000
Natural Resources (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	35760
Natural Resources (H)	Ideological/Single-Issue - Candidate Committees	594934
Natural Resources (H)	Ideological/Single-Issue - Democratic/Liberal	289873
Natural Resources (H)	Ideological/Single-Issue - Environment	206517
Natural Resources (H)	Ideological/Single-Issue - Foreign & Defense Policy	62850
Natural Resources (H)	Ideological/Single-Issue - Gun Control	0
Natural Resources (H)	Ideological/Single-Issue - Gun Rights	229516
Natural Resources (H)	Ideological/Single-Issue - Human Rights	277803
Natural Resources (H)	Ideological/Single-Issue - Leadership PACs	2248078
Natural Resources (H)	Ideological/Single-Issue - Pro-Israel	315425
Natural Resources (H)	Ideological/Single-Issue - Republican/Conservative	1454605
Natural Resources (H)	Ideological/Single-Issue - Women's Issues	59140
Natural Resources (H)	Labor - Building Trade Unions	624475
Natural Resources (H)	Labor - Industrial Unions	431000
Natural Resources (H)	Labor - Misc Unions	220000
Natural Resources (H)	Labor - Public Sector Unions	693307
Natural Resources (H)	Labor - Transportation Unions	795500
Natural Resources (H)	Lawyers & Lobbyists - Lawyers/Law Firms	1882334
Natural Resources (H)	Lawyers & Lobbyists - Lobbyists	664613
Natural Resources (H)	Misc Business - Beer, Wine & Liquor	477616
Natural Resources (H)	Misc Business - Business Associations	71350
Natural Resources (H)	Misc Business - Business Services	413677
Natural Resources (H)	Misc Business - Casinos/Gambling	992325
Natural Resources (H)	Misc Business - Chemical & Related Manufacturing	196900
Natural Resources (H)	Misc Business - Food & Beverage	471139
Natural Resources (H)	Misc Business - Lodging/Tourism	172076
Natural Resources (H)	Misc Business - Misc Manufacturing & Distributing	298270
Natural Resources (H)	Misc Business - Misc Services	74988
Natural Resources (H)	Misc Business - Recreation/Live Entertainment	68475
Natural Resources (H)	Misc Business - Retail Sales	402421
Natural Resources (H)	Misc Business - Steel Production	48850
Natural Resources (H)	Misc Business - Textiles	15750
Natural Resources (H)	Other - Civil Servants/Public Officials	165980
